Company,Company Score,Original Title,Location,Primary Title,Secondary Title,Experience Level,Min Salary,Max Salary,Avg Salary,Salary Source,Is Hourly Converted,Date
CTC Group,4.2,Systems Application Engineer II - Software,"Secaucus, NJ",Software Engineer,n/a,Intermediate,153000,225000,189000,Employer,No,1d
Space Coast Intelligent Solutions,3.9,ServiceNow Software Engineer,"Washington, DC",Software Engineer,n/a,Intermediate,69000,103000,86000,Employer,No,9d
Credo,3.9,Python Developer,"Fort Meade, MD",Software Engineer,Python,Intermediate,83000,114000,98500,Glassdoor,No,6d
9th networks Inc,4.4,Software Engineer IV,"Melbourne, FL",Software Engineer,n/a,Senior,107000,174000,140500,Employer,No,30d+
Walter P Moore,4.1,Go Lang/Platform Engineer,"Jersey City, NJ",DevOps Engineer,Go,Intermediate,175000,265000,220000,Employer,No,3d
LinQuest Corporation,3.9,Senior Software Engineer,Unknown,Software Engineer,n/a,Senior,53000,107000,80000,Employer,No,16d
CodeSignal,3.8,Front-end Software Developer,"Washington, DC",Software Engineer,Frontend,Intermediate,124800,166400,145600,Employer,Yes,17d
Hewlett Packard,5,Software Engineer,"Beavercreek, OH",Software Engineer,n/a,Intermediate,86000,128000,107000,Glassdoor,No,30d+
Dupli Envelope & Graphics,4.8,"Software Engineer, Innovation Lab","San Francisco, CA",Software Engineer,n/a,Intermediate,165000,215000,190000,Employer,No,18d
Coinbase,4.2,Software Quality Engineer,"Fort Collins, CO",QA/Test Engineer,n/a,Intermediate,165000,215000,190000,Employer,No,10d
LSEG (London Stock Exchange Group),4,Software Support Engineer,"Syracuse, NY",Software Engineer,n/a,Intermediate,102000,138000,120000,Glassdoor,No,3d
Inabia Software & Consulting Inc.,3.8,Software Engineer,Remote,Software Engineer,n/a,Intermediate,76000,175000,125500,Employer,No,12d
PMall,4.5,Full Stack Engineer,"Washington, DC",Software Engineer,Fullstack,Intermediate,96000,118000,107000,Employer,No,30d+
Alloy,4,Software Developer,"Bellevue, WA",Software Engineer,n/a,Intermediate,86000,129000,107500,Employer,No,30d+
QinetiQ US,3.9,Front-End Developer,"Burr Ridge, IL",Software Engineer,Frontend,Intermediate,160000,385000,272500,Employer,No,10d
Caterpillar,4,Solutions Engineer,Unknown,Software Engineer,n/a,Intermediate,184000,337000,260500,Employer,No,3d
"Jason Pharmaceuticals, Inc.",4,Software Engineer,"McLean, VA",Software Engineer,n/a,Intermediate,127000,184000,155500,Employer,No,9d
IntelliBridge LLC,3.6,Software Engineer,"Peoria, IL",Software Engineer,n/a,Intermediate,79000,130000,104500,Glassdoor,No,2d
Snyk,3.4,Sr Software Engineer,"Lehi, UT",Software Engineer,n/a,Senior,120000,207000,163500,Employer,No,10d
OpenAI,4.2,Software Engineer,"Washington, DC",Software Engineer,n/a,Intermediate,112000,152000,132000,Employer,No,10d
Vertex Professional Service LLC,2.7,Senior Software Engineer (Typescript/Go),"Boston, MA",Software Engineer,"Go, Typescript",Senior,130000,158000,144000,Glassdoor,No,2d
"deciBel Research, Inc.",2.7,"Software Engineer, Backend","San Francisco, CA",Software Engineer,Backend,Intermediate,103000,172000,137500,Employer,No,5d
OpenAI,4.4,"Software Engineer II (inSITE) - ""W-TRS""","Orlando, FL",Software Engineer,n/a,Intermediate,82000,209000,145500,Employer,No,2d
COMSOL Inc.,3.1,Mid-Level Software Engineer,"Huntsville, AL",Software Engineer,n/a,Intermediate,116000,174000,145000,Employer,No,25d
Infosys,3.8,"Full Stack Engineer, Leverage Engineering","San Francisco, CA",Software Engineer,Fullstack,Intermediate,130000,165000,147500,Employer,No,6d
Hero Facility Services,3.8,Software Developer – Ray Optics,"Burlington, MA",Software Engineer,n/a,Intermediate,150000,185000,167500,Employer,No,4d
QED Systems LLC,3.9,Junior Python Developer,"Charlotte, NC",Software Engineer,Python,Entry,98000,209000,153500,Employer,No,2d
Kasasa,4.4,Entry Level Developer,"Melbourne, FL",Software Engineer,n/a,Entry,102000,204000,153000,Employer,No,3d
"Delta Air Lines, Inc.",3.7,SOFTWARE ENGINEER,"Aberdeen Proving Ground, MD",Software Engineer,n/a,Intermediate,125000,140000,132500,Employer,No,30d+
HAN IT,3.6,Senior Software Engineer (Hybrid),"Austin, TX",Software Engineer,n/a,Senior,108000,216000,162000,Employer,No,11d
Innovative Solutions and Support,3.9,Software Development Engineer,"Atlanta, GA",Software Engineer,n/a,Intermediate,79000,116000,97500,Glassdoor,No,3d
Promega,4.8,Python Developer,"Morris Plains, NJ",Software Engineer,Python,Intermediate,67000,128000,97500,Employer,No,3d
Revenue Management Solutions Llc,3.7,Software Verification Engineer,"Exton, PA",Software Engineer,n/a,Intermediate,129000,162000,145500,Employer,No,12d
Cityblock Health,3.8,"Software Engineer, Instrumentation","Madison, WI",Software Engineer,n/a,Intermediate,90000,110000,100000,Employer,No,16d
Astrion,3.7,DevOps Engineer,"Oklahoma City, OK",DevOps Engineer,n/a,Intermediate,117000,306000,211500,Employer,No,12d
Diverse Career Solutions,3.4,Staff Software Engineer,Unknown,Software Engineer,n/a,Senior,100000,115000,107500,Employer,No,9d
Synergy ECP,4.2,Software Developer,"Eglin AFB, FL",Software Engineer,n/a,Intermediate,87000,142000,114500,Glassdoor,No,17d
"ICR, Inc.",4,Sr. Software Engineer,Remote,Software Engineer,n/a,Senior,92000,132000,112000,Glassdoor,No,3d
Broadridge,3.8,Software Engineer,"Columbia, MD",Software Engineer,n/a,Intermediate,105000,160000,132500,Employer,No,30d+
Zurn Elkay Water Solutions,5,"Software Systems Engineer - Mason, OH","Mason, OH",System Engineer,n/a,Intermediate,144000,196000,170000,Glassdoor,No,30d+
Florida State College at Jacksonville,4.2,Deployment Engineer (Hybrid),"Newark, NJ",DevOps Engineer,n/a,Intermediate,69000,91000,80000,Glassdoor,No,9d
Q9Software,3.1,IoT Engineer,"Milwaukee, WI",Software Engineer,n/a,Intermediate,80000,110000,95000,Employer,No,27d
JPMorgan Chase & Co,3.8,Engineer IV Software,"Jacksonville, FL",Software Engineer,n/a,Senior,100000,153000,126500,Glassdoor,No,27d
The Bank of New York Mellon Corporation,3.4,Entry Level to Senior Level Software Developers,"Germantown, MD",Software Engineer,n/a,Senior,170000,200000,185000,Employer,No,30d+
Cisco Systems,4.5,Software Engineer,"Jersey City, NJ",Software Engineer,n/a,Intermediate,87000,124000,105500,Glassdoor,No,4d
Grand Canyon Education,4,2025 BNY Summer Internship Program - Engineering (Developer),"Pittsburgh, PA",Software Engineer,n/a,Intermediate,185000,206000,195500,Employer,No,6d
Captivation Software,3.3,Software Engineer,"San Jose, CA",Software Engineer,n/a,Intermediate,80000,133000,106500,Employer,No,30d+
DocuSign,4.6,Jr. Developer,"Phoenix, AZ",Software Engineer,n/a,Entry,90000,127000,108500,Glassdoor,No,3d
"Canon Medical Research USA, Inc.",3.6,Software Engineer 0 - Java/React/Docker/AWS,"Annapolis Junction, MD",Software Engineer,"AWS, Docker, Java, React",Intermediate,108000,199000,153500,Employer,No,30d
Standard Bots,2.5,AI SaaS Engineer,"San Francisco, CA",Software Engineer,n/a,Intermediate,62000,102000,82000,Glassdoor,No,1d
American AgCredit,4.1,Software Engineer,"Boston, MA",Software Engineer,n/a,Intermediate,85000,104000,94500,Glassdoor,No,1d
KAPSCH,4,Software Quality Engineer,"Glen Cove, NY",QA/Test Engineer,n/a,Intermediate,73000,127000,100000,Employer,No,11d
Prevail,3.9,DevOps Engineer,Remote,DevOps Engineer,n/a,Intermediate,100000,140000,120000,Glassdoor,No,2d
DCS Corp,4.8,Software Engineer,"Chantilly, VA",Software Engineer,n/a,Intermediate,160000,194000,177000,Employer,No,30d+
Consensus Health,3.9,Software Engineer Video,"San Francisco, CA",Software Engineer,n/a,Intermediate,107000,145000,126000,Glassdoor,No,5d
Rippling,4.2,Software Engineer,"Dayton, OH",Software Engineer,n/a,Intermediate,74000,131000,102500,Glassdoor,No,3d
"Engineering Technology Associates, Inc.",5,Full Stack Engineer II (Frontend) - Benefits,"San Francisco, CA",Software Engineer,"Frontend, Fullstack",Intermediate,33280,95680,64480,Employer,Yes,2d
Fusion Innovation,5,Software Engineer - Hybrid,"Norcross, GA",Software Engineer,n/a,Intermediate,70000,120000,95000,Employer,No,3d
"Clarity Innovations, LLC",4.1,Software Test Engineer,"Dearborn, MI",QA/Test Engineer,n/a,Intermediate,160000,225000,192500,Employer,No,1d
RippleMatch Opportunities,3.9,Software Engineer,"Herndon, VA",Software Engineer,n/a,Intermediate,99000,134000,116500,Glassdoor,No,30d+
Power3 Solutions and Partnering Companies,3.5,Jr. Java Software Engineer (SWE1) (PP) 228,"Annapolis Junction, MD",Software Engineer,Java,Entry,102000,143000,122500,Glassdoor,No,30d+
Datadog,3.9,"IMC - Software Engineer, application via RippleMatch","Chicago, IL",Software Engineer,n/a,Intermediate,150000,240000,195000,Employer,No,4d
PACCAR,4.2,Python Engineer,"Annapolis Junction, MD",Software Engineer,Python,Intermediate,160000,170000,165000,Employer,No,10d
Front,4.1,Senior Software Engineer - Frontend - Sheets,Unknown,Software Engineer,Frontend,Senior,144000,200000,172000,Employer,No,11d
Northrop Grumman,4.1,Vehicle Software and Diagnostics Tool Test Engineer,"Mount Vernon, WA",QA/Test Engineer,n/a,Intermediate,110000,120000,115000,Employer,No,4d
Pegasystems,4.1,"Backend Software Engineer, Deliverability","San Francisco, CA",Software Engineer,Backend,Intermediate,165000,211000,188000,Employer,No,4d
Lawrence Berkeley National Laboratory,3.6,2024 Associate Software Engineer - Linthicum MD,"Linthicum, MD",Software Engineer,n/a,Entry,92000,116000,104000,Glassdoor,No,1d
Zoox,3.9,Optimization Software Engineer,"San Francisco, CA",Software Engineer,n/a,Intermediate,66000,132000,99000,Employer,No,30d+
GLOBALFOUNDRIES,3.7,"Associate Software Engineer - Technology Development Program, Summer 2025 - Atlanta, GA","Atlanta, GA",Software Engineer,n/a,Entry,140000,175000,157500,Employer,No,1d
TRU47,4.8,Software Engineer - Perception ML Ops,"Boston, MA",Software Engineer,n/a,Intermediate,169000,225000,197000,Employer,No,30d+
Schneider Electric,4.1,"Design Enablement Engineer, Software Engineering AI/Machine Learning (2024 New College Graduate)","Malta, NY",ML/AI Engineer,n/a,Entry,61000,95000,78000,Employer,No,23d
Gopuff,3.2,Shopify Webmaster,Remote,Software Engineer,n/a,Intermediate,90000,125000,107500,Employer,No,3d
Gopuff,3.6,Software Development Test Engineer - Electrical IoT Devices,"Foxborough, MA",QA/Test Engineer,n/a,Intermediate,162000,284000,223000,Employer,No,1d
Camelot Integrated Solutions Inc.,3.9,Senior Software Engineer - Delivery Tech,"Miami, FL",Software Engineer,n/a,Senior,91000,137000,114000,Employer,No,17d
CVS Health,5,Senior Software Engineer - Warehouse,"Miami, FL",Software Engineer,n/a,Senior,160000,175000,167500,Employer,No,17d
BOEING,4.6,Senior Software Engineer I,"Houston, TX",Software Engineer,n/a,Senior,177000,323000,250000,Employer,No,30d+
Publix,3.4,Software Engineer - Enterprise Identity Services,"Hartford, CT",Software Engineer,n/a,Intermediate,133000,193000,163000,Employer,No,11d
Experian,4.9,Software Engineer - Junior Level,"Annapolis Junction, MD",Software Engineer,n/a,Entry,81000,99000,90000,Glassdoor,No,11d
OpenAI,4.3,Software Engineer – Customer Payments Support,"Lakeland, FL",Software Engineer,n/a,Intermediate,85000,95000,90000,Employer,No,20d
ByteDance,3.6,Staff Software Engineer (Remote),Unknown,Software Engineer,n/a,Senior,180000,339000,259500,Employer,No,3d
Alterra Mountain Company,4.2,"Software Engineer, Full Stack","San Francisco, CA",Software Engineer,Fullstack,Intermediate,163000,200000,181500,Employer,No,6d
Experian,3.8,Senior Frontend Software Engineer - Customer Service Plateform - Seattle,"Seattle, WA",Software Engineer,Frontend,Senior,85000,150000,117500,Employer,No,30d+
"Clarity Innovations, LLC",3.4,"Software Engineer, Mobile (React Native)","Denver, CO",Software Engineer,"Mobile, React",Intermediate,80000,110000,95000,Employer,No,13d
Amazon Advertising LLC,3.4,Senior Software Engineer (Remote),Unknown,Software Engineer,n/a,Senior,93000,128000,110500,Glassdoor,No,3d
BOEING,4.1,Junior Software Engineer (SWE1) (QC) TTO16-022,"Annapolis Junction, MD",Software Engineer,n/a,Entry,112000,154000,133000,Employer,No,30d+
Bose,4.1,"Software Quality Assurance Engineer (Level 6), Automotive",Unknown,QA/Test Engineer,n/a,Intermediate,155000,221000,188000,Employer,No,11d
Macy’s,4.1,Front End/UI Mid-Level Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Intermediate,102000,132000,117000,Employer,No,16d
Microsoft,5,DSP Software Engineer,"Framingham, MA",Software Engineer,n/a,Intermediate,80000,111000,95500,Glassdoor,No,30d+
DraftKings,4.1,Lead Software Engineer - Supply Chain,"Johns Creek, GA",Software Engineer,n/a,Senior,187000,280000,233500,Employer,No,2d
GE Appliances,4,Software Engineer,"Redmond, WA",Software Engineer,n/a,Intermediate,105000,155000,130000,Glassdoor,No,30d+
Quantum Systems Inc,4.1,"Senior Software Engineer, IOS",Remote,Software Engineer,iOS,Senior,92000,120000,106000,Glassdoor,No,18d
"Kaseware, Inc.",4.1,Software Engineering Co-op_Summer 2025,"Louisville, KY",Software Engineer,n/a,Intermediate,230000,280000,255000,Employer,No,30d+
Microsoft,4.1,Software Engineer,"Moorpark, CA",Software Engineer,n/a,Intermediate,94000,128000,111000,Glassdoor,No,19d
JBT Corporation,4.6,Software Engineer II - Automated Reasoning and Testing,"Redmond, WA",Software Engineer,n/a,Intermediate,80000,180000,130000,Employer,No,5d
Fanatics Inc.,3.9,Sr Software Development Engineer,"Buffalo Grove, IL",Software Engineer,n/a,Senior,93000,129000,111000,Glassdoor,No,3d
Innovative Defense Technologies (IDT),4.1,Senior Software Engineer C++,"Chalfont, PA",Software Engineer,n/a,Senior,105000,190000,147500,Employer,No,30d+
Microchip Technology,4,"Software Engineer II, (Java/AWS)",Unknown,Software Engineer,"AWS, Java",Intermediate,139000,169000,154000,Employer,No,12d
"Crunchyroll, LLC",4.2,Frontend Software Engineer,"Mount Laurel, NJ",Software Engineer,Frontend,Intermediate,54000,98000,76000,Employer,No,5d
Accrete.AI,3.7,Engineer I-Software,"San Jose, CA",Software Engineer,n/a,Entry,55000,186000,120500,Employer,No,23d
Roku,3.8,"Software Engineer III, Android","Culver City, CA",Software Engineer,Android,Senior,101000,139000,120000,Glassdoor,No,30d+
Early Warning Services,3.6,Machine Learning Engineer (Early Career),"New York, NY",ML/AI Engineer,n/a,Intermediate,88000,120000,104000,Glassdoor,No,19d
Workday,5,"Senior Software Engineer, Service Mesh","Boston, MA",Software Engineer,n/a,Senior,129000,202000,165500,Employer,No,5d
Grainger,4.1,"Software Engineer - Java, Zelle","Scottsdale, AZ",Software Engineer,Java,Intermediate,70000,115000,92500,Employer,No,1d
Costco Wholesale,4.7,Front-End Engineer - Content Platform,"Boulder, CO",Software Engineer,Frontend,Intermediate,91000,134000,112500,Glassdoor,No,30d+
Mochi Health,3.5,Software Engineer IV (Success Factors - Employee Central Payroll),"Lake Forest, IL",Software Engineer,n/a,Senior,92000,124000,108000,Glassdoor,No,1d
Jacobs,4.2,Software Engineer - Digital Data Products,"Seattle, WA",Software Engineer,n/a,Intermediate,115000,190000,152500,Employer,No,10d
Boeing Intelligence & Analytics,4.2,"Senior Software Engineer, Frontend","San Francisco, CA",Software Engineer,Frontend,Senior,94000,139000,116500,Glassdoor,No,7d
NetApp,4,Software Test Engineer,"Kennedy Space Center, FL",QA/Test Engineer,n/a,Intermediate,140000,216000,178000,Glassdoor,No,30d+
Alphataraxia,3.9,Entry Level Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Entry,90000,103000,96500,Employer,No,4d
DaqScribe Solutions,4.7,Software Engineer - C/C++,"San Jose, CA",Software Engineer,n/a,Intermediate,95000,170000,132500,Employer,No,10d
BOEING,4,Senior Software Engineer,"Washington, DC",Software Engineer,n/a,Senior,343000,637000,490000,Employer,No,30d+
Honeywell,4.8,Software Engineer,Unknown,Software Engineer,n/a,Intermediate,172000,223000,197500,Employer,No,10d
Uber,3.9,Entry Level Support Equipment Software Engineer,Unknown,Software Engineer,n/a,Entry,218400,239200,228800,Employer,Yes,2d
State Street,3.4,"Software Engineer II - .Net, C#, Azure","Phoenix, AZ",Software Engineer,"Azure, C#",Intermediate,93000,186000,139500,Employer,No,13d
"Garmin International, Inc.",3.9,Senior Software Engineer - Courier Pricing,"New York, NY",Software Engineer,n/a,Senior,83000,110000,96500,Glassdoor,No,1d
Honeywell,5,Embedded Software Engineer,"Salem, OR",Firmware Engineer,n/a,Intermediate,88000,140000,114000,Employer,No,11d
Honeywell,4.3,Software Development Engineer,"Lehi, UT",Software Engineer,n/a,Intermediate,95000,136000,115500,Glassdoor,No,20d
Johns Hopkins University,4.8,Software Engineering/Electrical Engineering Co-op - Fall 2024 (US Persons),"Mason, OH",Software Engineer,n/a,Intermediate,100000,130000,115000,Employer,No,27d
University of Vermont,4.1,Software Engineer II,"Mason, OH",Software Engineer,n/a,Intermediate,159000,175000,167000,Employer,No,5d
Federal Reserve Bank of Dallas,3.5,Software Engineer,"Baltimore, MD",Software Engineer,n/a,Intermediate,104000,348000,226000,Employer,No,30d+
"Grammarly, Inc.",4,Research Software Engineer,"Burlington, VT",Software Engineer,n/a,Intermediate,98000,209000,153500,Employer,No,4d
SCD Information Technology,3.9,Software Engineer,"Dallas, TX",Software Engineer,n/a,Intermediate,78000,104000,91000,Employer,No,23d
"Akina, Inc.",4,Sr. Software Engineer,"Columbia, MD",Software Engineer,n/a,Senior,64000,128000,96000,Employer,No,1d
Volvo Group,3.9,Software Engineer - Level 1 (RR) RRTN-8319,"Annapolis Junction, MD",Software Engineer,n/a,Entry,117000,216000,166500,Employer,No,30d+
Calspan Corporation,3.7,Software Engineer - 3 (JavaScript/Go/Python),"Annapolis Junction, MD",Software Engineer,"Go, JavaScript, Python",Senior,135000,247000,191000,Employer,No,3d
Zoox,4.2,Co-Op: Software (Spring 2025),"Shippensburg, PA",Software Engineer,Spring,Intermediate,83000,136000,109500,Glassdoor,No,11d
"Garmin International, Inc.",3.8,"Associate Software Engineer, Edwards Air Force Base","Edwards AFB, CA",Software Engineer,n/a,Entry,85000,130000,107500,Glassdoor,No,26d
"HireIO, Inc.",3.6,Senior Software Engineer - Aviation Databases,"Olathe, KS",Software Engineer,n/a,Senior,73000,88000,80500,Employer,No,30d
PAC GROUP LLC,3.5,Full Stack Java Software Engineer (hybrid),"Annapolis Junction, MD",Software Engineer,"Fullstack, Java",Intermediate,59000,88000,73500,Employer,No,12d
Fanatics Inc.,3,Software Engineer,"San Jose, CA",Software Engineer,n/a,Intermediate,105000,146000,125500,Glassdoor,No,12d
Emergent Software,4.1,Software and Systems Engineer,"Suffolk, VA",System Engineer,n/a,Intermediate,70000,125000,97500,Employer,No,30d+
Harvard University,4.1,Sr Software Engineer (Back-end),"New York, NY",Software Engineer,Backend,Senior,62000,98000,80000,Glassdoor,No,18d
Zoox,4.9,Software Engineer (Python),Unknown,Software Engineer,Python,Intermediate,82000,119000,100500,Glassdoor,No,4d
Intone Networks,3.8,"Sr. Software Engineer, HBS Online","Boston, MA",Software Engineer,n/a,Senior,80000,113000,96500,Glassdoor,No,30d+
CARTIKTECH LLC,4.1,Software Development Engineer in Test,"Foster City, CA",Software Engineer,n/a,Intermediate,67000,106000,86500,Glassdoor,No,6d
Abbott Laboratories,3.9,Software Engineer,"Austin, TX",Software Engineer,n/a,Intermediate,144000,200000,172000,Employer,No,19d
Prove,3.4,Senior Software Engineer,"Chicago, IL",Software Engineer,n/a,Senior,129000,224000,176500,Employer,No,4d
Schweitzer Engineering Laboratories,4.2,"Senior Software Engineer, Orchestration Team","Chicago, IL",Software Engineer,n/a,Senior,94972.79999999999,114379.2,104676,Employer,Yes,6d
Themis Insight,3.9,Software Engineer III,"New York, NY",Software Engineer,n/a,Senior,130000,270000,200000,Employer,No,30d+
World Vision USA,4.9,Associate Software Engineer - C# Emphasis,"Pullman, WA",Software Engineer,C#,Entry,140000,180000,160000,Employer,No,30d+
Rippling,3.7,Jr. Software Engineer - Hybrid/Remote,Remote,Software Engineer,n/a,Entry,69000,98000,83500,Glassdoor,No,2d
Hop Labs,4.2,Software Development Engineer III,Unknown,Software Engineer,n/a,Senior,59000,86000,72500,Glassdoor,No,16d
"Hawaiian Airlines, Inc.",3.2,Staff Software Engineer - Documents,Unknown,Software Engineer,n/a,Senior,80000,123000,101500,Glassdoor,No,2d
NetApp,3.9,ML Software Engineer,Remote,Software Engineer,n/a,Intermediate,105000,152000,128500,Glassdoor,No,30d+
Quantum Systems Inc,4.1,"Software Developer Engineer, IT Technical Operations","Honolulu, HI",Software Engineer,n/a,Intermediate,135000,175000,155000,Employer,No,10d
Salesforce,3.9,Software Engineer,Remote,Software Engineer,n/a,Intermediate,154000,279000,216500,Employer,No,10d
Visa,3.7,Software Engineer Lead,"Moorpark, CA",Software Engineer,n/a,Senior,86000,145000,115500,Glassdoor,No,12d
Honeywell,3.6,Full-Stack Software Engineer – LMTS / PMTS,"San Francisco, CA",Software Engineer,Fullstack,Intermediate,104000,348000,226000,Employer,No,30d+
Oliver Wyman Group,3.4,Software Engineer – Senior Consultant Level - Tink,"Austin, TX",Software Engineer,n/a,Senior,76000,155000,115500,Employer,No,4d
NVIDIA,2.5,Software Engineer I,"Richardson, TX",Software Engineer,n/a,Entry,83000,114000,98500,Glassdoor,No,30d+
Morgan Stanley,4.4,NERA Associate Software Engineer,"White Plains, NY",Software Engineer,n/a,Entry,155000,221000,188000,Employer,No,30d+
Amex,4.5,System Software Engineer – Autonomous Vehicles Platform,"Santa Clara, CA",Software Engineer,n/a,Intermediate,100000,200000,150000,Employer,No,30d+
Multi State Lottery Association,4,"Associate, Python / Perl Dev","Alpharetta, GA",Software Engineer,"Perl, Python",Entry,83000,110000,96500,Glassdoor,No,10d
BAXTER,3.7,Senior Software Engineer,"Johnston, IA",Software Engineer,n/a,Senior,129000,207000,168000,Employer,No,11d
Afterpay,3.7,Software Engineer I,"Houston, TX",Software Engineer,n/a,Entry,161000,215000,188000,Glassdoor,No,30d+
U.S. Bank National Association,4,Senior Backend Software Engineer (Hybrid),"Bellevue, WA",Software Engineer,Backend,Senior,93000,132000,112500,Glassdoor,No,30d+
Geon Technologies,3.8,"Software Engineer - PubSub, Cash App","San Francisco, CA",Software Engineer,n/a,Intermediate,95000,115000,105000,Employer,No,1d
INTEL,5,"Software Engineer 2 - Mainframe (Cobol, JCL, VSAM)","Brookfield, WI",Software Engineer,n/a,Intermediate,310000,465000,387500,Employer,No,12d
TDI Technologies,4.1,Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Intermediate,117000,160000,138500,Glassdoor,No,30d+
DAIKIN COMFORT TECHNOLOGIES MFG LP,4.3,Software Engineer / Simulation - Virtual Prototyping,"San Jose, CA",Software Engineer,n/a,Intermediate,213000,293000,253000,Employer,No,21d
Intone Networks,4.4,C# Software Engineer,Unknown,Software Engineer,C#,Intermediate,87000,124000,105500,Glassdoor,No,6d
Intone Networks,3.6,SOFTWARE ENGINEER 3,"Chatsworth, CA",Software Engineer,n/a,Senior,163000,294000,228500,Employer,No,4d
Wise,3.6,Software Engineer in Test,"Westlake, TX",Software Engineer,n/a,Intermediate,195000,230000,212500,Employer,No,25d
"Garmin International, Inc.",3.1,Jr Cloud Engineer,"Phoenix, AZ",Cloud Engineer,n/a,Entry,70000,90000,80000,Employer,No,9d
Nyla Technology Solutions,4.2,"Senior Software Engineer II, Wise Account","Austin, TX",Software Engineer,n/a,Senior,86000,109000,97500,Employer,No,19d
Wellington Management,3,Senior .NET Software Engineer,"Cary, NC",Software Engineer,.NET,Senior,79000,124000,101500,Glassdoor,No,4d
Synergy ECP,3.5,Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Intermediate,122000,147000,134500,Employer,No,30d+
Costco Wholesale,3.1,Senior Software Engineer,"Boston, MA",Software Engineer,n/a,Senior,110000,154000,132000,Employer,No,30d+
"Vizient, Inc.",4.5,Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Intermediate,119000,142000,130500,Employer,No,30d+
Leidos,3.7,Software Engineer - IT Sustainability,"Seattle, WA",Software Engineer,n/a,Intermediate,120000,150000,135000,Employer,No,17d
Noblis,3.7,Senior Software Engineer,"Irving, TX",Software Engineer,n/a,Senior,85000,131000,108000,Glassdoor,No,30d+
ELEVI Associates,4.7,Junior Software Engineer - Panama Shift!,"Annapolis Junction, MD",Software Engineer,n/a,Entry,60000,80000,70000,Employer,No,30d+
ASCENDING,4,Software Solutions Engineer – Multiple Levels,"Oklahoma City, OK",Software Engineer,n/a,Intermediate,112000,177000,144500,Employer,No,30d+
Trellint,4,Sr Software Engineer,"Annapolis Junction, MD",Software Engineer,n/a,Senior,90000,104000,97000,Employer,No,4d
Synergy ECP,4.1,Cloud Software Engineer,"Fairfax, VA",Software Engineer,n/a,Intermediate,79000,159000,119000,Employer,No,30d+
Lockheed Martin,3.6,R&D Software Engineer II,Unknown,Software Engineer,R,Intermediate,195000,245000,220000,Employer,No,11d
"Trusted Space, Inc.",4.4,Software Engineer 1,"Columbia, MD",Software Engineer,n/a,Entry,66000,112000,89000,Glassdoor,No,30d+
State Street,4.2,Software Engineer,"Highlands Ranch, CO",Software Engineer,n/a,Intermediate,145000,190000,167500,Employer,No,2d
"Availity, LLC.",4,Software Engineer,Unknown,Software Engineer,n/a,Intermediate,86000,127000,106500,Glassdoor,No,16d
BorgWarner,1,"Software Development Engineer, Officer, Onsite","Quincy, MA",Software Engineer,n/a,Intermediate,120000,140000,130000,Employer,No,3d
Ford Motor Company,4.1,Node.js/Kotlin Software Engineer IV,"Jacksonville, FL",Software Engineer,"Kotlin, Node",Senior,61000,89000,75000,Glassdoor,No,24d
Forterra,3.9,Software Resident Engineer,"Auburn Hills, MI",Software Engineer,n/a,Intermediate,68000,102000,85000,Glassdoor,No,6d
Epsilon,3.1,Software Engineer,"Dearborn, MI",Software Engineer,n/a,Intermediate,79000,125000,102000,Glassdoor,No,5d
ByteDance,3.3,Perception Software Engineer - ML Ops,Remote,Software Engineer,n/a,Intermediate,100000,155000,127500,Glassdoor,No,30d+
Logistics Management Institute,3.7,Senior Front End Software Engineer,"Chicago, IL",Software Engineer,n/a,Senior,94000,122000,108000,Glassdoor,No,10d
"Hottinger, Bruel & Kjaer",3.9,Software Engineer (Data Security-US) - 2025 Start (BS/MS),"San Jose, CA",Security Engineer,n/a,Intermediate,124800,149760,137280,Employer,Yes,6d
Sirius XM,3.6,Cloud Engineer,Remote,Cloud Engineer,n/a,Intermediate,105000,125000,115000,Employer,No,3d
Warner Bros. Discovery,3.8,Custom Software Engineer,"Pompano Beach, FL",Software Engineer,n/a,Intermediate,103000,147000,125000,Glassdoor,No,30d+
Peloton,3.3,"Senior Software Engineer - Python, Celery, Redis","Oakland, CA",Software Engineer,"Python, Redis",Senior,81000,118000,99500,Glassdoor,No,3d
Movius Interactive Corporation,3.4,"VP, Software Engineering",Unknown,Software Engineer,n/a,Intermediate,122000,172000,147000,Glassdoor,No,6d
Accenture Federal Services,4,Site Reliability Engineer,Unknown,Software Engineer,SRE,Intermediate,108000,216000,162000,Employer,No,6d
Corteva,3.9,Software Engineer- Backend,"Fremont, CA",Software Engineer,Backend,Intermediate,122000,184000,153000,Employer,No,19d
IntraFi Network,3.3,Software Engineer,"Elkridge, MD",Software Engineer,n/a,Intermediate,121000,181000,151000,Employer,No,3d
PSEG,3.9,Software Engineer II,"Johnston, IA",Software Engineer,n/a,Intermediate,78000,133000,105500,Employer,No,9d
Trane Technologies,3.6,Software Engineer,"Bethpage, NY",Software Engineer,n/a,Intermediate,86000,139000,112500,Glassdoor,No,10d
